Datetime,Activity_Type,Heart rate,Calories burned,Exercise duration,Sleep duration,Sleep type duration,Floors climbed
9,Running,152,10,8122,0,0,0
10,Light Sleep,78,0,0,19,37,0
10,Running,158,10,8901,0,0,0
10,Floors Climbed,68,0,0,0,0,1
11,Light Sleep,78,0,0,18,35,0
12,Light Sleep,78,0,0,17,32,0
12,Running,164,10,10137,0,0,0
12,No Physical Activity,69,0,0,0,0,0
13,Light Sleep,78,0,0,15,29,0
14,Light Sleep,78,0,0,14,25,0
15,Light Sleep,79,0,0,11,19,0
15,Light Sleep,78,0,0,12,22,0
15,Running,170,10,12496,0,0,0
15,No Physical Activity,73,0,0,0,0,0
16,Light Sleep,79,0,0,10,17,0
17,Light Sleep,80,0,0,8,14,0
17,Light Sleep,80,0,0,9,16,0
18,Light Sleep,81,0,0,7,12,0
18,Running,172,20,15243,0,0,0
18,No Physical Activity,78,0,0,0,0,0
19,Light Sleep,80,0,0,5,9,0
19,Light Sleep,81,0,0,6,10,0
20,No Physical Activity,83,0,0,0,0,0
20,Light Sleep,78,0,0,5,9,0
20,Running,172,20,16846,0,0,0
21,Running,172,10,10924,0,0,0
21,Running,172,20,18448,0,0,0
22,Running,172,20,16691,0,0,0
1,Light Sleep,56,0,0,6,7,0
2,Floors Climbed,59,0,0,0,0,1
2,REM Sleep,58,0,0,1,1,0
3,Light Sleep,63,0,0,0,0,0
4,Floors Climbed,64,0,0,0,0,1
4,No Physical Activity,64,0,0,0,0,0
5,No Physical Activity,65,0,0,0,0,0
5,No Physical Activity,62,0,0,0,0,0
5,Running,120,10,9204,0,0,0
6,No Physical Activity,67,0,0,0,0,0
6,No Physical Activity,66,0,0,0,0,0
6,Light Sleep,65,0,0,1,1,0
8,No Physical Activity,68,0,0,0,0,0
8,Floors Climbed,67,0,0,0,0,1
9,No Physical Activity,69,0,0,0,0,0
11,Running,140,10,9118,0,0,0
13,No Physical Activity,65,0,0,0,0,0
14,Running,142,10,11838,0,0,0
18,Running,140,10,12547,0,0,0
19,No Physical Activity,65,0,0,0,0,0
21,No Physical Activity,70,0,0,0,0,0
21,Running,140,10,10024,0,0,0
22,No Physical Activity,74,0,0,0,0,0
22,No Physical Activity,74,0,0,0,0,0
22,No Physical Activity,73,0,0,0,0,0
22,No Physical Activity,73,0,0,0,0,0
22,No Physical Activity,73,0,0,0,0,0
22,Running,142,10,7569,0,0,0
1,Floors Climbed,57,0,0,0,0,1
1,Floors Climbed,56,0,0,0,0,1
1,Floors Climbed,56,0,0,0,0,1
1,Floors Climbed,56,0,0,0,0,1
1,Floors Climbed,56,0,0,0,0,1
1,Floors Climbed,55,0,0,0,0,1
1,Floors Climbed,55,0,0,0,0,1
2,Floors Climbed,58,0,0,0,0,1
2,Floors Climbed,57,0,0,0,0,1
2,Floors Climbed,56,0,0,0,0,1
2,Floors Climbed,55,0,0,0,0,1
3,Floors Climbed,59,0,0,0,0,1
3,No Physical Activity,57,0,0,0,0,0
3,No Physical Activity,57,0,0,0,0,0
3,No Physical Activity,56,0,0,0,0,0
4,No Physical Activity,58,0,0,0,0,0
4,Light Sleep,60,0,0,7,7,0
4,No Physical Activity,58,0,0,0,0,0
4,Light Sleep,60,0,0,7,7,0
5,Light Sleep,74,0,0,8,17,0
5,Light Sleep,72,0,0,7,14,0
5,Light Sleep,70,0,0,7,12,0
5,Light Sleep,68,0,0,6,10,0
5,Light Sleep,67,0,0,5,8,0
5,Light Sleep,66,0,0,5,8,0
5,Light Sleep,65,0,0,6,8,0
5,No Physical Activity,59,0,0,0,0,0
5,Light Sleep,64,0,0,6,8,0
5,No Physical Activity,58,0,0,0,0,0
5,Light Sleep,62,0,0,7,8,0
6,Light Sleep,78,0,0,11,24,0
6,Light Sleep,77,0,0,10,22,0
6,Light Sleep,75,0,0,9,19,0
6,No Physical Activity,68,0,0,0,0,0
6,No Physical Activity,66,0,0,0,0,0
6,No Physical Activity,62,0,0,0,0,0
6,No Physical Activity,60,0,0,0,0,0
6,No Physical Activity,59,0,0,0,0,0
7,Light Sleep,78,0,0,15,30,0
7,Light Sleep,78,0,0,13,27,0
7,Running,146,10,8544,0,0,0
7,No Physical Activity,71,0,0,0,0,0
7,No Physical Activity,70,0,0,0,0,0
7,No Physical Activity,64,0,0,0,0,0
7,No Physical Activity,62,0,0,0,0,0
8,Light Sleep,78,0,0,16,31,0
8,Running,150,10,9304,0,0,0
9,Light Sleep,78,0,0,16,31,0
9,Running,154,10,10207,0,0,0
10,Light Sleep,78,0,0,15,29,0
10,Running,158,10,11407,0,0,0
11,Light Sleep,79,0,0,14,27,0
11,Running,162,10,13123,0,0,0
12,Light Sleep,79,0,0,12,24,0
12,Light Sleep,79,0,0,13,26,0
13,Light Sleep,80,0,0,12,23,0
13,Running,164,10,15652,0,0,0
13,No Physical Activity,70,0,0,0,0,0
14,Running,166,20,18830,0,0,0
14,Light Sleep,80,0,0,11,22,0
15,Light Sleep,80,0,0,10,20,0
15,Light Sleep,80,0,0,10,21,0
16,Running,170,20,20987,0,0,0
16,Light Sleep,80,0,0,9,18,0
16,Light Sleep,80,0,0,9,18,0
17,Light Sleep,80,0,0,8,16,0
17,No Physical Activity,76,0,0,0,0,0
18,Light Sleep,79,0,0,8,15,0
18,Running,170,20,19864,0,0,0
18,Light Sleep,80,0,0,8,16,0
19,Running,172,10,15228,0,0,0
19,Light Sleep,80,0,0,8,15,0
19,No Physical Activity,81,0,0,0,0,0
19,Light Sleep,79,0,0,8,15,0
20,No Physical Activity,85,0,0,0,0,0
20,Light Sleep,79,0,0,7,13,0
20,Running,172,10,9197,0,0,0
20,Light Sleep,80,0,0,7,14,0
1,Light Sleep,57,0,0,5,8,0
1,Light Sleep,56,0,0,3,5,0
1,REM Sleep,56,0,0,2,2,0
2,Light Sleep,59,0,0,6,12,0
2,Light Sleep,58,0,0,7,11,0
2,Light Sleep,58,0,0,6,10,0
2,Light Sleep,58,0,0,4,6,0
2,REM Sleep,58,0,0,1,2,0
2,Light Sleep,54,0,0,3,5,0
3,Light Sleep,60,0,0,14,19,0
3,Light Sleep,51,0,0,9,12,0
3,Light Sleep,58,0,0,5,10,0
3,REM Sleep,57,0,0,4,8,0
3,Light Sleep,50,0,0,6,8,0
3,REM Sleep,56,0,0,3,7,0
3,REM Sleep,58,0,0,2,3,0
3,Light Sleep,50,0,0,4,7,0
3,REM Sleep,52,0,0,2,4,0
4,No Physical Activity,59,0,0,0,0,0
4,No Physical Activity,59,0,0,0,0,0
4,Floors Climbed,64,0,0,0,0,1
4,Floors Climbed,53,0,0,0,0,1
4,Light Sleep,63,0,0,0,0,0
4,REM Sleep,63,0,0,0,1,0
5,No Physical Activity,60,0,0,0,0,0
5,Running,119,10,9033,0,0,0
5,No Physical Activity,60,0,0,0,0,0
5,No Physical Activity,59,0,0,0,0,0
6,Running,119,10,9319,0,0,0
6,No Physical Activity,60,0,0,0,0,0
7,No Physical Activity,61,0,0,0,0,0
7,Light Sleep,65,0,0,1,1,0
7,REM Sleep,67,0,0,1,0,0
8,No Physical Activity,56,0,0,0,0,0
8,Floors Climbed,67,0,0,0,0,1
8,No Physical Activity,61,0,0,0,0,0
9,Floors Climbed,66,0,0,0,0,1
10,Floors Climbed,68,0,0,0,0,1
10,No Physical Activity,61,0,0,0,0,0
10,Light Sleep,68,0,0,2,1,0
11,No Physical Activity,65,0,0,0,0,0
12,No Physical Activity,62,0,0,0,0,0
13,No Physical Activity,62,0,0,0,0,0
14,No Physical Activity,63,0,0,0,0,0
14,No Physical Activity,62,0,0,0,0,0
14,No Physical Activity,62,0,0,0,0,0
15,No Physical Activity,64,0,0,0,0,0
16,No Physical Activity,57,0,0,0,0,0
16,No Physical Activity,64,0,0,0,0,0
17,Floors Climbed,67,0,0,0,0,1
17,No Physical Activity,65,0,0,0,0,0
18,Running,124,120,83545,0,0,0
19,No Physical Activity,65,0,0,0,0,0
20,No Physical Activity,65,0,0,0,0,0
21,No Physical Activity,70,0,0,0,0,0
21,No Physical Activity,60,0,0,0,0,0
21,Floors Climbed,67,0,0,0,0,1
21,Running,134,70,46506,0,0,0
22,No Physical Activity,74,0,0,0,0,0
22,Running,152,10,10772,0,0,0
22,No Physical Activity,73,0,0,0,0,0
22,Running,152,10,12335,0,0,0
22,No Physical Activity,73,0,0,0,0,0
22,Running,150,20,14700,0,0,0
22,Floors Climbed,70,0,0,0,0,1
22,Running,148,20,19342,0,0,0
22,Running,142,40,28498,0,0,0
11,Floors Climbed,69,0,0,0,0,1
12,Walking,93,160,123088,0,0,0
0,Running,110,114,43403,0,0,0
0,Running,110,112,41982,0,0,0
0,Running,111,114,47732,0,0,0
0,Running,110,137,52946,0,0,0
0,Running,110,147,50477,0,0,0
0,Running,110,148,49569,0,0,0
1,Running,118,140,87446,0,0,0
3,Running,120,120,88568,0,0,0
4,No Physical Activity,66,0,0,0,0,0
5,No Physical Activity,68,0,0,0,0,0
5,No Physical Activity,65,0,0,0,0,0
5,No Physical Activity,63,0,0,0,0,0
5,No Physical Activity,61,0,0,0,0,0
5,No Physical Activity,61,0,0,0,0,0
6,No Physical Activity,70,0,0,0,0,0
6,No Physical Activity,66,0,0,0,0,0
6,No Physical Activity,65,0,0,0,0,0
6,No Physical Activity,64,0,0,0,0,0
6,No Physical Activity,61,0,0,0,0,0
6,No Physical Activity,61,0,0,0,0,0
6,Running,122,140,109261,0,0,0
7,No Physical Activity,71,0,0,0,0,0
8,No Physical Activity,73,0,0,0,0,0
8,Light Sleep,67,0,0,3,2,0
9,Running,150,10,8174,0,0,0
9,Floors Climbed,67,0,0,0,0,1
9,Floors Climbed,69,0,0,0,0,1
9,Floors Climbed,66,0,0,0,0,1
11,Floors Climbed,75,0,0,0,0,1
11,Running,154,10,9894,0,0,0
11,Running,138,10,13473,0,0,0
15,No Physical Activity,76,0,0,0,0,0
15,Running,158,10,12664,0,0,0
16,Running,146,10,23792,0,0,0
19,No Physical Activity,76,0,0,0,0,0
19,Running,156,20,13327,0,0,0
21,Running,155,25,37684,0,0,0
21,Running,156,10,12927,0,0,0
22,Running,156,15,16004,0,0,0
22,Running,160,20,28120,0,0,0
22,Running,154,10,11366,0,0,0
17,Floors Climbed,77,0,0,0,0,1
5,Light Sleep,71,0,0,5,13,0
5,REM Sleep,70,0,0,3,8,0
5,REM Sleep,69,0,0,1,3,0
6,Light Sleep,74,0,0,9,21,0
6,REM Sleep,71,0,0,0,1,0
7,Light Sleep,76,0,0,12,27,0
8,Light Sleep,79,0,0,14,31,0
9,Light Sleep,81,0,0,15,32,0
9,Light Sleep,76,0,0,0,0,0
11,Light Sleep,82,0,0,15,31,0
12,Light Sleep,83,0,0,14,30,0
14,Light Sleep,84,0,0,13,27,0
15,Light Sleep,84,0,0,13,25,0
16,Light Sleep,84,0,0,11,20,0
16,Light Sleep,84,0,0,12,22,0
17,Light Sleep,85,0,0,9,16,0
17,Light Sleep,84,0,0,10,19,0
18,REM Sleep,85,0,0,6,14,0
18,Light Sleep,85,0,0,7,14,0
1,Light Sleep,56,0,0,5,7,0
1,REM Sleep,55,0,0,2,3,0
1,REM Sleep,58,0,0,1,1,0
2,Light Sleep,56,0,0,13,19,0
2,Light Sleep,56,0,0,8,13,0
2,Light Sleep,56,0,0,6,10,0
3,Floors Climbed,58,0,0,0,0,1
3,Light Sleep,63,0,0,0,0,0
7,Light Sleep,65,0,0,1,1,0
8,Floors Climbed,59,0,0,0,0,1
8,Floors Climbed,67,0,0,0,0,1
15,No Physical Activity,60,0,0,0,0,0
17,Walking,98,150,108930,0,0,0
20,No Physical Activity,61,0,0,0,0,0
20,Running,130,120,78813,0,0,0
21,Running,134,80,58157,0,0,0
22,No Physical Activity,68,0,0,0,0,0
22,No Physical Activity,70,0,0,0,0,0
22,Running,141,40,32286,0,0,0
22,No Physical Activity,71,0,0,0,0,0
22,Running,140,40,32182,0,0,0
22,Running,141,10,9775,0,0,0
12,Running,130,140,116247,0,0,0
0,Running,110,116,44268,0,0,0
0,Running,110,110,42186,0,0,0
0,Running,109,122,47395,0,0,0
0,Running,108,133,47451,0,0,0
0,Running,105,125,41578,0,0,0
0,Running,106,155,49167,0,0,0
0,Running,104,161,48196,0,0,0
1,Floors Climbed,56,0,0,0,0,1
1,Floors Climbed,56,0,0,0,0,1
1,Floors Climbed,56,0,0,0,0,1
1,Floors Climbed,56,0,0,0,0,1
1,Floors Climbed,55,0,0,0,0,1
1,Floors Climbed,55,0,0,0,0,1
1,Running,120,110,71270,0,0,0
2,Floors Climbed,58,0,0,0,0,1
2,Floors Climbed,57,0,0,0,0,1
2,No Physical Activity,56,0,0,0,0,0
2,Floors Climbed,55,0,0,0,0,1
3,Floors Climbed,59,0,0,0,0,1
3,No Physical Activity,57,0,0,0,0,0
3,No Physical Activity,57,0,0,0,0,0
3,No Physical Activity,56,0,0,0,0,0
4,Light Sleep,62,0,0,7,9,0
4,No Physical Activity,58,0,0,0,0,0
4,Light Sleep,59,0,0,7,8,0
4,No Physical Activity,58,0,0,0,0,0
4,Light Sleep,59,0,0,7,7,0
4,Running,126,100,74610,0,0,0
5,Light Sleep,69,0,0,7,14,0
5,Light Sleep,68,0,0,7,12,0
5,Light Sleep,67,0,0,7,11,0
5,Light Sleep,67,0,0,7,11,0
5,Light Sleep,66,0,0,7,10,0
5,Light Sleep,65,0,0,7,10,0
5,No Physical Activity,60,0,0,0,0,0
5,Light Sleep,64,0,0,7,9,0
5,No Physical Activity,59,0,0,0,0,0
5,Light Sleep,63,0,0,7,9,0
6,Light Sleep,75,0,0,12,26,0
6,Light Sleep,73,0,0,11,23,0
6,Light Sleep,72,0,0,9,20,0
6,Light Sleep,70,0,0,8,17,0
6,No Physical Activity,63,0,0,0,0,0
6,No Physical Activity,61,0,0,0,0,0
6,No Physical Activity,60,0,0,0,0,0
7,Light Sleep,76,0,0,13,29,0
7,No Physical Activity,72,0,0,0,0,0
7,No Physical Activity,70,0,0,0,0,0
7,No Physical Activity,68,0,0,0,0,0
7,No Physical Activity,67,0,0,0,0,0
7,No Physical Activity,66,0,0,0,0,0
7,No Physical Activity,64,0,0,0,0,0
7,Running,128,120,93560,0,0,0
8,Light Sleep,76,0,0,14,30,0
8,Running,152,10,9980,0,0,0
8,Running,148,10,8997,0,0,0
9,Light Sleep,77,0,0,16,30,0
9,Running,156,10,11089,0,0,0
10,Light Sleep,78,0,0,16,29,0
10,Running,160,10,12568,0,0,0
11,Light Sleep,78,0,0,16,28,0
11,Floors Climbed,69,0,0,0,0,1
12,Light Sleep,78,0,0,15,27,0
12,Running,164,10,14915,0,0,0
13,Running,166,20,18780,0,0,0
13,Light Sleep,79,0,0,14,25,0
13,No Physical Activity,70,0,0,0,0,0
14,Light Sleep,80,0,0,12,23,0
15,Running,168,20,23878,0,0,0
15,Light Sleep,80,0,0,11,21,0
16,Light Sleep,81,0,0,10,19,0
16,Light Sleep,80,0,0,10,20,0
16,No Physical Activity,75,0,0,0,0,0
17,Light Sleep,81,0,0,9,19,0
17,Running,170,30,27006,0,0,0
18,Light Sleep,81,0,0,9,18,0
18,No Physical Activity,80,0,0,0,0,0
19,Light Sleep,81,0,0,8,15,0
19,Light Sleep,81,0,0,9,17,0
19,Running,170,20,24673,0,0,0
20,Light Sleep,78,0,0,4,8,0
20,Running,170,10,10028,0,0,0
20,No Physical Activity,84,0,0,0,0,0
20,Light Sleep,80,0,0,6,12,0
20,Running,170,20,17789,0,0,0
21,Light Sleep,79,0,0,4,8,0
2,Light Sleep,59,0,0,7,13,0
2,Light Sleep,59,0,0,7,12,0
2,Light Sleep,58,0,0,6,10,0
2,Light Sleep,57,0,0,4,7,0
2,REM Sleep,60,0,0,0,0,0
2,Light Sleep,56,0,0,3,4,0
2,REM Sleep,57,0,0,1,2,0
3,Floors Climbed,52,0,0,0,0,1
3,Light Sleep,57,0,0,6,12,0
3,REM Sleep,57,0,0,3,8,0
3,Light Sleep,57,0,0,4,9,0
3,REM Sleep,56,0,0,3,7,0
3,REM Sleep,55,0,0,3,5,0
3,Light Sleep,50,0,0,5,8,0
3,REM Sleep,55,0,0,2,5,0
3,Light Sleep,50,0,0,5,7,0
3,Light Sleep,50,0,0,4,6,0
3,REM Sleep,52,0,0,2,4,0
3,REM Sleep,52,0,0,2,4,0
5,Floors Climbed,55,0,0,0,0,1
5,Light Sleep,65,0,0,0,0,0
8,Floors Climbed,66,0,0,0,0,1
9,Floors Climbed,68,0,0,0,0,1
11,No Physical Activity,56,0,0,0,0,0
17,Walking,92,140,104370,0,0,0
18,No Physical Activity,57,0,0,0,0,0
21,No Physical Activity,62,0,0,0,0,0
21,Running,126,90,60455,0,0,0
22,No Physical Activity,73,0,0,0,0,0
22,No Physical Activity,70,0,0,0,0,0
22,Running,150,10,10150,0,0,0
22,Running,152,10,10976,0,0,0
22,Running,150,10,12304,0,0,0
22,Running,148,20,15414,0,0,0
22,Running,142,30,22257,0,0,0
22,Running,136,50,35470,0,0,0
0,Running,110,118,45432,0,0,0
0,Running,112,116,45663,0,0,0
0,Running,112,114,44289,0,0,0
0,Running,111,120,45434,0,0,0
1,Floors Climbed,57,0,0,0,0,1
1,Floors Climbed,56,0,0,0,0,1
1,Floors Climbed,56,0,0,0,0,1
1,Floors Climbed,55,0,0,0,0,1
1,Floors Climbed,55,0,0,0,0,1
1,Floors Climbed,55,0,0,0,0,1
1,No Physical Activity,55,0,0,0,0,0
1,Running,118,140,88114,0,0,0
2,Floors Climbed,57,0,0,0,0,1
2,Floors Climbed,57,0,0,0,0,1
2,No Physical Activity,58,0,0,0,0,0
2,No Physical Activity,56,0,0,0,0,0
2,No Physical Activity,56,0,0,0,0,0
3,Light Sleep,61,0,0,8,10,0
3,No Physical Activity,63,0,0,0,0,0
3,Light Sleep,59,0,0,7,7,0
3,Light Sleep,57,0,0,6,6,0
3,Light Sleep,57,0,0,9,9,0
3,Floors Climbed,57,0,0,0,0,1
3,Light Sleep,57,0,0,8,8,0
3,No Physical Activity,59,0,0,0,0,0
3,No Physical Activity,58,0,0,0,0,0
3,Running,120,120,86601,0,0,0
4,Light Sleep,70,0,0,12,20,0
4,Light Sleep,67,0,0,11,16,0
4,Light Sleep,64,0,0,9,13,0
4,No Physical Activity,64,0,0,0,0,0
4,No Physical Activity,62,0,0,0,0,0
4,Light Sleep,56,0,0,5,5,0
4,Light Sleep,55,0,0,4,4,0
4,Light Sleep,56,0,0,6,6,0
4,No Physical Activity,60,0,0,0,0,0
4,Light Sleep,56,0,0,8,8,0
4,No Physical Activity,60,0,0,0,0,0
5,Light Sleep,74,0,0,14,28,0
5,Light Sleep,72,0,0,13,24,0
5,No Physical Activity,61,0,0,0,0,0
5,Running,120,10,9237,0,0,0
5,No Physical Activity,64,0,0,0,0,0
5,No Physical Activity,62,0,0,0,0,0
5,No Physical Activity,62,0,0,0,0,0
6,Light Sleep,75,0,0,14,30,0
6,No Physical Activity,66,0,0,0,0,0
6,No Physical Activity,69,0,0,0,0,0
6,No Physical Activity,67,0,0,0,0,0
6,No Physical Activity,66,0,0,0,0,0
6,No Physical Activity,64,0,0,0,0,0
6,Running,122,130,102520,0,0,0
7,Light Sleep,76,0,0,15,32,0
7,No Physical Activity,67,0,0,0,0,0
7,Running,146,10,8455,0,0,0
7,No Physical Activity,71,0,0,0,0,0
8,Light Sleep,77,0,0,17,34,0
8,Light Sleep,77,0,0,16,33,0
8,Running,150,10,9375,0,0,0
8,No Physical Activity,68,0,0,0,0,0
9,Light Sleep,78,0,0,18,34,0
9,Running,156,10,10283,0,0,0
10,Running,162,10,11400,0,0,0
10,Floors Climbed,68,0,0,0,0,1
10,No Physical Activity,70,0,0,0,0,0
10,Floors Climbed,68,0,0,0,0,1
10,Floors Climbed,67,0,0,0,0,1
10,Light Sleep,70,0,0,5,3,0
10,Floors Climbed,68,0,0,0,0,1
10,Walking,92,150,125739,0,0,0
11,Light Sleep,78,0,0,18,33,0
11,Floors Climbed,74,0,0,0,0,1
11,No Physical Activity,68,0,0,0,0,0
12,Light Sleep,78,0,0,18,32,0
12,Running,166,10,13475,0,0,0
12,No Physical Activity,71,0,0,0,0,0
13,Light Sleep,79,0,0,15,28,0
13,Floors Climbed,77,0,0,0,0,1
13,Light Sleep,79,0,0,17,30,0
14,Light Sleep,80,0,0,14,26,0
14,Running,170,20,17530,0,0,0
14,No Physical Activity,73,0,0,0,0,0
15,Light Sleep,80,0,0,12,24,0
15,No Physical Activity,72,0,0,0,0,0
16,No Physical Activity,77,0,0,0,0,0
16,Light Sleep,81,0,0,11,21,0
17,No Physical Activity,80,0,0,0,0,0
17,Light Sleep,81,0,0,9,19,0
17,Running,172,30,22995,0,0,0
17,Running,146,10,7745,0,0,0
18,Light Sleep,81,0,0,9,17,0
18,No Physical Activity,76,0,0,0,0,0
19,Light Sleep,81,0,0,7,13,0
19,Light Sleep,81,0,0,8,14,0
20,No Physical Activity,83,0,0,0,0,0
20,Light Sleep,78,0,0,5,9,0
20,Light Sleep,81,0,0,6,11,0
20,Running,172,30,25711,0,0,0
20,No Physical Activity,76,0,0,0,0,0
20,Running,146,10,7196,0,0,0
21,Running,170,10,14597,0,0,0
21,Running,170,20,21870,0,0,0
21,Running,170,30,25530,0,0,0
21,No Physical Activity,75,0,0,0,0,0
21,Running,149,10,7950,0,0,0
21,No Physical Activity,73,0,0,0,0,0
14,No Physical Activity,72,0,0,0,0,0
21,Running,156,20,40851,0,0,0
22,Running,170,30,44878,0,0,0
22,Running,166,20,21497,0,0,0
22,No Physical Activity,78,0,0,0,0,0
17,Floors Climbed,75,0,0,0,0,1
4,Light Sleep,66,0,0,5,12,0
4,REM Sleep,64,0,0,3,7,0
4,REM Sleep,63,0,0,1,4,0
4,REM Sleep,65,0,0,1,2,0
5,Light Sleep,74,0,0,12,24,0
5,Light Sleep,70,0,0,9,18,0
5,REM Sleep,68,0,0,0,1,0
6,Light Sleep,77,0,0,14,27,0
8,Light Sleep,79,0,0,14,28,0
9,Light Sleep,81,0,0,13,27,0
9,Light Sleep,73,0,0,0,0,0
11,Light Sleep,82,0,0,12,25,0
12,Light Sleep,83,0,0,11,23,0
13,Light Sleep,83,0,0,11,22,0
13,Light Sleep,83,0,0,11,23,0
14,Light Sleep,84,0,0,11,22,0
15,Light Sleep,84,0,0,11,20,0
15,Light Sleep,84,0,0,11,20,0
15,Light Sleep,84,0,0,11,21,0
16,Light Sleep,84,0,0,9,17,0
16,Light Sleep,84,0,0,10,19,0
17,Light Sleep,85,0,0,7,15,0
17,Light Sleep,85,0,0,8,16,0
18,REM Sleep,85,0,0,6,14,0
18,Light Sleep,85,0,0,6,14,0
2,Light Sleep,58,0,0,5,9,0
2,Light Sleep,56,0,0,4,6,0
2,REM Sleep,58,0,0,2,2,0
3,Light Sleep,52,0,0,10,14,0
3,REM Sleep,62,0,0,0,0,0
3,Light Sleep,51,0,0,5,8,0
3,Light Sleep,52,0,0,4,7,0
3,Light Sleep,53,0,0,4,6,0
4,No Physical Activity,61,0,0,0,0,0
4,No Physical Activity,60,0,0,0,0,0
4,Floors Climbed,54,0,0,0,0,1
5,No Physical Activity,60,0,0,0,0,0
5,Running,120,10,9046,0,0,0
5,No Physical Activity,60,0,0,0,0,0
5,No Physical Activity,59,0,0,0,0,0
5,Floors Climbed,66,0,0,0,0,1
5,REM Sleep,66,0,0,1,1,0
5,Light Sleep,64,0,0,3,3,0
6,No Physical Activity,61,0,0,0,0,0
6,Running,120,10,9150,0,0,0
6,Light Sleep,65,0,0,1,0,0
7,No Physical Activity,62,0,0,0,0,0
8,Floors Climbed,69,0,0,0,0,1
8,No Physical Activity,63,0,0,0,0,0
8,Light Sleep,69,0,0,1,1,0
9,No Physical Activity,56,0,0,0,0,0
9,Floors Climbed,68,0,0,0,0,1
9,No Physical Activity,64,0,0,0,0,0
9,Floors Climbed,66,0,0,0,0,1
10,Floors Climbed,68,0,0,0,0,1
10,Floors Climbed,68,0,0,0,0,1
10,Light Sleep,70,0,0,1,1,0
11,No Physical Activity,64,0,0,0,0,0
12,No Physical Activity,65,0,0,0,0,0
12,No Physical Activity,69,0,0,0,0,0
12,Floors Climbed,70,0,0,0,0,1
14,No Physical Activity,70,0,0,0,0,0
14,No Physical Activity,66,0,0,0,0,0
16,No Physical Activity,67,0,0,0,0,0
17,No Physical Activity,57,0,0,0,0,0
17,Running,126,130,88235,0,0,0
18,No Physical Activity,67,0,0,0,0,0
19,No Physical Activity,70,0,0,0,0,0
20,No Physical Activity,67,0,0,0,0,0
21,No Physical Activity,72,0,0,0,0,0
21,No Physical Activity,60,0,0,0,0,0
21,No Physical Activity,69,0,0,0,0,0
21,No Physical Activity,68,0,0,0,0,0
21,No Physical Activity,68,0,0,0,0,0
21,Running,132,80,50731,0,0,0
22,No Physical Activity,72,0,0,0,0,0
22,Running,149,10,10794,0,0,0
22,No Physical Activity,68,0,0,0,0,0
22,Running,150,10,13785,0,0,0
22,Running,148,20,16797,0,0,0
22,No Physical Activity,73,0,0,0,0,0
22,No Physical Activity,71,0,0,0,0,0
22,Running,146,30,21727,0,0,0
22,Running,140,40,31179,0,0,0
11,Walking,94,140,110688,0,0,0
0,Running,110,116,44047,0,0,0
0,Running,110,109,41848,0,0,0
0,Running,110,112,44940,0,0,0
0,Running,110,133,47902,0,0,0
0,Running,106,130,41634,0,0,0
0,Running,108,148,47966,0,0,0
1,Light Sleep,56,0,0,7,11,0
1,Running,116,130,74377,0,0,0
1,Light Sleep,56,0,0,6,11,0
1,REM Sleep,54,0,0,3,3,0
1,REM Sleep,56,0,0,1,1,0
2,Light Sleep,59,0,0,13,14,0
2,Running,120,110,73948,0,0,0
2,Light Sleep,54,0,0,8,13,0
2,Light Sleep,56,0,0,3,6,0
2,REM Sleep,62,0,0,0,0,0
2,Light Sleep,56,0,0,6,10,0
3,Light Sleep,54,0,0,16,20,0
3,REM Sleep,62,0,0,0,1,0
4,No Physical Activity,63,0,0,0,0,0
4,No Physical Activity,62,0,0,0,0,0
4,Floors Climbed,64,0,0,0,0,1
4,No Physical Activity,61,0,0,0,0,0
5,No Physical Activity,60,0,0,0,0,0
5,Running,120,10,9025,0,0,0
5,No Physical Activity,60,0,0,0,0,0
5,Running,118,10,9236,0,0,0
5,No Physical Activity,60,0,0,0,0,0
5,Running,124,120,89036,0,0,0
6,No Physical Activity,64,0,0,0,0,0
6,No Physical Activity,63,0,0,0,0,0
6,Running,119,10,9455,0,0,0
6,Light Sleep,65,0,0,1,1,0
6,Light Sleep,65,0,0,1,0,0
7,No Physical Activity,65,0,0,0,0,0
8,No Physical Activity,65,0,0,0,0,0
9,Floors Climbed,68,0,0,0,0,1
9,Floors Climbed,67,0,0,0,0,1
9,Floors Climbed,66,0,0,0,0,1
10,No Physical Activity,66,0,0,0,0,0
10,No Physical Activity,58,0,0,0,0,0
10,No Physical Activity,66,0,0,0,0,0
12,No Physical Activity,67,0,0,0,0,0
14,No Physical Activity,68,0,0,0,0,0
18,No Physical Activity,66,0,0,0,0,0
18,No Physical Activity,58,0,0,0,0,0
18,No Physical Activity,68,0,0,0,0,0
20,Running,130,90,59047,0,0,0
21,No Physical Activity,69,0,0,0,0,0
21,No Physical Activity,62,0,0,0,0,0
21,No Physical Activity,68,0,0,0,0,0
22,Running,149,10,13751,0,0,0
22,No Physical Activity,74,0,0,0,0,0
22,Running,147,15,13422,0,0,0
22,No Physical Activity,69,0,0,0,0,0
22,No Physical Activity,73,0,0,0,0,0
22,Running,148,20,18850,0,0,0
22,No Physical Activity,72,0,0,0,0,0
22,Running,144,30,23989,0,0,0
22,No Physical Activity,70,0,0,0,0,0
22,Running,138,50,34690,0,0,0
14,Walking,96,130,95833,0,0,0
0,Running,110,116,43674,0,0,0
0,Running,110,108,43120,0,0,0
0,Running,108,114,43350,0,0,0
0,Running,106,115,39640,0,0,0
